"title";"reference";"requirements";"hours";"tasks";"activities";"location";"salary";"type";"period";"link"
"256";"Ingeniero/a Técnico Industrial";"50783";"Datos de interés, Ingeniería técnica industrial, Grado de Ingeniería Electrónica Industrial y Automática, Microsoft Excel";;"- Descripción del puesto -Control de gestión de instalaciones de gasRedacción de presupuestosAnálisis y seguimiento de kpi?s de flota de vehículosOptimización de rutasParticipación departamento PRLProgramación revisiones e inspecciones de equipos- Conocimientos valorables -Nociones Gas natural y GLPCálculo instalaciones gas y calefacciónEficiencia energéticaGestión de calidadPrevención de Riesgos laborales- Requisitos - Estudios mínimos de Ingeniería técnicaHabilidades organizativas, analíticas y de trabajo en equipoDominio de paquete MicrosoftNivel básico inglés";"Transporte y Distribución Gas Combustible. Instalaciones.";"Palma";"A definir";"Oferta laboral";"17/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50783.html?locale=es"
"257";"Auditores/as con experiencia";"50527";"Datos de interés, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas, Licenciatura en economía, Grado de Economía, Máster Universitario en Contabilidad y Auditoria";;"Realización completa de las tareas de auditoria. Revisión de cuentas anuales. Supervisión de procesos de consolidación de Grupo. Redacción de informes de auditoria";"Auditoria i assessoria fiscal";"Palma";"25000";"Oferta laboral";"01/02/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50527.html?locale=es"
"258";"Editorial & Content Production Assistant";"50542";"Datos de interés, Inglés, Grado de Estudios Ingleses, Grado de Turismo";"4";"Essentialist is a high-end, members-only travel agency planning bespoke trips to any destination in the world with unique access to transforming experiences. Trips are curated by our worldwide network of leading travel and lifestyle writers.You will join the Editorial team, in charge of coordinating the creation of content to support our bespoke luxury trips. We liaise with some of the top travel and lifestyle writers around the world who share with us their insights and recommendations on the destinations they live on. Your tasks will include: - Keeping track of editorial assignments- Liaising with the Travel Design team to capture their needs for new content - Loading and reviewing copy, images and practical details in our backoffice- Reviewing website content and trip proposals before they are sent to our customers- Monitoring deadlines and project coordination";"Agència de Viatges Online";"Palma";"360";"Prácticas para estudiantes universitarios grado y postgrado";"10/12/2018 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50542.html?locale=es"
"259";"Enfermero/a";"49299";"Datos de interés, Grado de Enfermería, Diplomatura en enfermería";;"Tareas propias de enfermera horario de lunes a viernes de 8.30 a 14h y otro mes de 15 a 20.30 . fin de semana alternos.";"Residencias de la 3ª edad";"Vallirana";"1772,45 euros brutos (x 12 pagas), se deben añadir 18 euros para festivos";"Oferta laboral";"10/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-49299.html?locale=es"
"260";"Oficial 1a o 2a de electricidad, fontanería y/o climatización";"16387";"NA";;;"Electricitat, fontaneria i climatització";"Campos";;;"30/11/2018 - 01/01/2020";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16387.html?locale=es"
"261";"Programador/a analista";"51104";"Datos de interés, Grado de Ingeniería Informática, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Ingeniería en informática, Grado de Ingeniería en Informática de Gestión, Grado en Ingeniería en Informática de Sistemas, Grado de Ingeniería Telemática, Doble titulación: grado de matemáticas y ingeniería telemática, Ingeniería técnica en telecomunicación, Ingeniería técnica en telemática, Ingeniería en telecomunicación, Programador/a, Java Script, C++";;"Plug Soluciones TIC es una startup de reciente creación. Estamos en plena expansión adquiriendo nuevos proyectos día a día y desarrollando nuestro propio software orientado a la gestión de datos y contenidos en formato CMS.Estamos buscando un analista/desarrollador para realizar tareas de análisis en proyectos de varios sectores.";"Tecnología de la información y la comunicación";"Palma";"18000 - 24000";"Oferta laboral";"02/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51104.html?locale=es"
"262";"Comercial sector náutico";"16385";"NA";;;"Consultoría empresarial y de selección de personal";"Palma";;;"28/11/2018 - 28/02/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16385.html?locale=es"
"263";"TÉCNICO DE PREVENCIÓN DE RIESGOS LABORALES";"50569";"Datos de interés, Ingeniería técnica en obras públicas, Máster Universitario en Salud Laboral (Prevención de Riesgos Laborales)";;"Seleccionamos Técnico de Prevención de Riesgos Laborales para trabajar a pie de obra en importante proyecto de obra civil en MallorcaSe encargará de la adaptación del plan de seguridad a la obra, redacción de anexos, supervisión del cumplimiento de planta, control de documentación de subcontratas, formación e información de los trabajadores. Reuniones con la coordinación de seguridad de la obra.También se encargará de calidad y medio ambiente de la obra.Se requieren profesionales serios, responsables y con ganas de progresar en el sector";"Construcción";"Palma";"A convenir";"Oferta laboral";"10/12/2018 - 10/12/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50569.html?locale=es"
"264";"Profesor/a alemán - Consell";"51091";"Datos de interés, Alemán, Grado de Traducción e Interpretación: Inglés y Alemán, Licenciatura en filología alemana, Diplomatura en traducción, Maestro de educación primaria, Licenciatura en traducción y interpretación, Grado de Traducción e Interpretación, Grado de Educación Primaria";;"Profesor/a de alemán para escuela de idiomas en Consell.Impartir clases de manera dinámica, con ganas y enegía, creatividad y motivación.";"Idiomes";"Consell";"A convenir";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51091.html?locale=es"
"265";"Profesor/a de inglés para escuela idiomas en Consell y Petra";"50919";"Datos de interés, Inglés, Maestro de lengua extranjera, Grado de Estudios Ingleses, Licenciatura en filología inglesa, Maestro de educación primaria, Grado de Educación Primaria";;"Impartir clases de inglès en escuela de idiomas de manera muy dinámica, creativa, divertida. Motivar a los alumnos. Clases 100% en inglès. Trabajamos en Versión Original. Muchas ganas!";"Idiomes";"Consell";"A convenir";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50919.html?locale=es"
"266";"Comercial";"50321";"Datos de interés, Diplomatura en ciencias empresariales, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas, Grado de Ciencias Empresariales, Vendedor/a";;"Adjunto a dirección comercial, con responsabilidad en gestión de grandes cuentas.Comercializar productos de alimentación, droguería y envasados.";"Distribución y venta de productos de droguería y alimentación";"";"15000";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50321.html?locale=es"
"267";"Programador/a";"50247";"Datos de interés, Grado de Ingeniería Informática, Grado de Ingeniería en Informática de Gestión, Grado en Ingeniería en Informática de Sistemas, Ingeniería técnica en informática de gestión, Ingeniería técnica en informática de sistemas, Ingeniería en informática, Ingeniería técnica en telecomunicación, Ingeniería técnica en telemática, Ingeniería en telecomunicación, Grado de Ingeniería Telemática, Doble titulación: grado de matemáticas y ingeniería telemática";;"Incorporarse en nuestro departamento de desarrollo y programación.";"Sistemas Tecnologicos";"Palma";"21000";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50247.html?locale=es"
"268";"Contable";"49411";"Datos de interés, Licenciatura en administración y dirección de empresas, Grado de Administración de Empresas, Licenciatura en economía, Grado de Economía, Diplomatura en ciencias empresariales, Inglés";;"- Contabilidad- Asesoria fiscal- Gestión documental- Presentación de impuestos.";"Asesoria fiscal, contable y legal";"Calvià";"1200";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-49411.html?locale=es"
"269";"Director/a escuela infantil";"51092";"Datos de interés, Grado de Educación Infantil, Maestro de educación infantil";;"- Dirigir y coordinar la tarea del equipo educativo- Diseño de programas docentes- Seguimiento de la PGA- Programación de aula y memoria- Presentar y elaborar documentos educativos- Potenciar la elaboración de material didáctic- Planificar el desarrollo de alumnos en prácticas- Establecer y facilitar la comunicación con las familias- Organizar encuentros y charlas familiares";"Multiserveis";"Palma";"Segons conveni";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51092.html?locale=es"
"270";"Enfermero/a Centro de día para personas mayores";"50353";"Datos de interés, Diplomatura en enfermería, Grado de Enfermería";;"Se trata de un contrato de media jornada (20 horas semanales) en las se realizarán funciones de control del estado físico de los usuarios así como el suministro de medicación.";"CENTRE DE DIA PER GENT GRAN";"Palma";"665,72";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50353.html?locale=es"
"271";"Responsable de administración y finanzas";"48903";"Datos de interés, Licenciatura en administración y dirección de empresas, Grado de Administración de Empresas, Grado de Economía, Licenciatura en economía, Diplomatura en ciencias empresariales, Máster Universitario en Contabilidad y Auditoria, Inglés, Macosx, Microsoft Excel, Contaplus";;"- Control y seguimiento de la contabilidad financiera y analítica.- Apoyo al Departamento de Contabilidad (grabación, conciliación,...).- Apoyo para la elaboración de las Cuentas Anuales y cierres fiscales.- Análisis, planificación y optimización de los recursos financieros.- Negociación y contratación con entidades financieras de préstamos, créditos, confirming, avales,...- Elaboración y supervisión de los contratos, minutas, pólizas y escrituras de las distintas operaciones financieras a formalizar y obras a ejecutar.- Gestión, control y supervisión de la Tesorería.- Elaboración de distintas previsiones de Tesorería.- Elaboración, seguimiento y control de todas las obligaciones fiscales y liquidaciones tributarias.- Verificar el cumplimiento de las normas fiscales y sus posibles recursos.- Seguimiento y control de la documentación relativa a la contratación de compras de suelo.- Organización y supervisión del Departamento de Administración.";"Construcción";"Calvià";"1800";"Oferta laboral";"12/11/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-48903.html?locale=es"
"272";"Family Banker Banco Mediolanum";"48560";"Datos de interés, Castellano, Microsoft Excel, Grado de Administración de Empresas, Grado de Estadística, Grado de Ciencias Empresariales, Grado de Economía, Diplomatura en ciencias empresariales, Diplomatura en márketing y gestión empresarial, Licenciatura en administración y dirección de empresas, Licenciatura en derecho, Licenciatura en economía, Dirección de Empresas, Asesoría Financiera y Gestión Patrimonial, Máster Universitario en Gestión, Organización y Economia de la Empresa, Inglés, Italiano, Alemán, Catalán, Asesor/a fiscal, Abogado/a, Agente de desarrollo local, Agente de la propiedad inmobiliaria, Economista, Gerente, Vendedor/a, Miembro del Consejo de estudiantes de la UIB";;"Nuestro gran valor diferencial: el Family Banker®. Y ahora tú puedes ser uno de ellos.Un Family Banker® es mucho más que un asesor: es un coach financiero que apoya a sus clientes en la consecución de sus metas. Un profesional de las finanzas, responsable de realizarun seguimiento continuo y un acompañamiento constante.Nuestros Family Bankers® se caracterizan por ser profesionales autónomos, con el principal objetivo de crear una cartera de clientes, asesorarla y desarrollarla.Para ello, Banco Mediolanum te ofrece:- El respaldo del banco español más solvente.- Una amplísima gama de productos y servicios bancarios, capaces de responder a cualquier exigencia de un ahorrador.- Un modelo de formación permanente e individualizada con la colaboración de la Universidad Corporativa del Grupo Mediolanum, permitiéndote obtener la certificación de Operador de Banca Seguros y la certificación EFA (European Financial Advisor) de la EFPA.- Amplio apoyo en comunicación y medios técnicos para el desarrollo de tu actividad.- Plan de Carrera. Podrás elegir entre la Ruta Profesional (para consolidarse en el tiempo como gestor de la relación con los clientes) o la Ruta Empresarial (para transferir sus conocimientos y guiar a nuevos Family Bankers®, enseñándoles la profesión).Banco Mediolanum te va a cambiar la vida¿Te apetece un cambio?";"Banca";"";"variable";"Oferta laboral";"03/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-48560.html?locale=es"
